mols dock_score ligand_efficiency
schrod_516296.sdf -9.07 -0.3127586206896552
schrod_519571.sdf -9.46 -0.3503703703703704
schrod_525000.sdf -8.73 -0.41571428571428576
schrod_529133.sdf -8.56 -0.29517241379310344
schrod_537858.sdf -9.1 -0.2394736842105263
schrod_545157.sdf -9.35 -0.3016129032258064
schrod_546549.sdf -10.49 -0.3085294117647059
schrod_551281.sdf -8.63 -0.2876666666666667
schrod_557660.sdf -8.52 -0.30428571428571427
schrod_557777.sdf -9.07 -0.22675
schrod_559347.sdf -9.57 -0.23341463414634148
schrod_563036.sdf -9.62 -0.2915151515151515
schrod_563038.sdf -9.07 -0.26676470588235296
schrod_564430.sdf -9.04 -0.2582857142857143
schrod_565706.sdf -9.71 -0.29424242424242425
schrod_566309.sdf -9.05 -0.3120689655172414
schrod_572165.sdf -8.87 -0.26088235294117645
schrod_586794.sdf -8.71 -0.3110714285714286
schrod_592103.sdf -8.99 -0.242972972972973
schrod_596653.sdf -9.38 -0.28424242424242424
schrod_604890.sdf -8.95 -0.23552631578947367
schrod_607103.sdf -8.56 -0.2853333333333333
schrod_608796.sdf -9.19 -0.2964516129032258
schrod_612278.sdf -9.45 -0.39375
schrod_613398.sdf -9.66 -0.2542105263157895
schrod_615922.sdf -8.69 -0.31035714285714283
schrod_629985.sdf -8.62 -0.23297297297297295
schrod_638012.sdf -9.02 -0.20976744186046511
schrod_638260.sdf -8.84 -0.24555555555555555
schrod_638661.sdf -8.76 -0.2502857142857143
schrod_638963.sdf -9.46 -0.2627777777777778
schrod_639101.sdf -8.81 -0.2517142857142857
schrod_640111.sdf -9.26 -0.25722222222222224
schrod_641123.sdf -9.1 -0.39565217391304347
schrod_641372.sdf -8.81 -0.3830434782608696
schrod_644922.sdf -8.8 -0.23783783783783785
schrod_650513.sdf -9.08 -0.2929032258064516
schrod_653049.sdf -9.14 -0.26882352941176474
schrod_658466.sdf -9.03 -0.23153846153846153
schrod_658912.sdf -8.55 -0.3053571428571429
schrod_66231.sdf -9.08 -0.3242857142857143
schrod_670922.sdf -8.79 -0.36624999999999996
schrod_673515.sdf -9.07 -0.2386842105263158
schrod_674457.sdf -9.17 -0.2865625
schrod_675848.sdf -10.62 -0.2794736842105263
schrod_676160.sdf -10.13 -0.2894285714285714
schrod_680733.sdf -9.45 -0.20106382978723403
schrod_682034.sdf -9.04 -0.2825
schrod_683596.sdf -9.83 -0.3071875
schrod_684467.sdf -8.92 -0.2703030303030303
schrod_689972.sdf -9.66 -0.23
schrod_692461.sdf -8.66 -0.24742857142857144
schrod_693699.sdf -11.68 -0.26545454545454544
schrod_69506.sdf -9.18 -0.3991304347826087
schrod_695272.sdf -10.39 -0.2416279069767442
schrod_700000.sdf -9.8 -0.28
schrod_700751.sdf -10.26 -0.30176470588235293
schrod_701145.sdf -9.37 -0.24025641025641023
schrod_704471.sdf -8.8 -0.26666666666666666
schrod_705468.sdf -9.32 -0.3106666666666667
schrod_705683.sdf -9.22 -0.31793103448275867
schrod_706835.sdf -8.6 -0.2866666666666667
schrod_709297.sdf -9.42 -0.2355
schrod_709419.sdf -8.92 -0.3075862068965517
schrod_710456.sdf -8.79 -0.24416666666666664
schrod_711269.sdf -9.01 -0.265
schrod_714098.sdf -10.2 -0.26842105263157895
schrod_719796.sdf -11.63 -0.2836585365853659
schrod_722577.sdf -8.66 -0.26242424242424245
schrod_724617.sdf -9.71 -0.29424242424242425
schrod_731505.sdf -8.58 -0.3575
schrod_731508.sdf -9.01 -0.33370370370370367
schrod_735304.sdf -9.1 -0.35
schrod_735845.sdf -9.32 -0.3006451612903226
schrod_736132.sdf -9.83 -0.3071875
schrod_738504.sdf -10.97 -0.33242424242424246
schrod_749999.sdf -9.32 -0.3213793103448276
schrod_768084.sdf -8.52 -0.284
schrod_768320.sdf -10.17 -0.3506896551724138
schrod_770400.sdf -10.67 -0.2883783783783784
schrod_773364.sdf -9.38 -0.27588235294117647
schrod_77578.sdf -9.19 -0.39956521739130435
schrod_777173.sdf -8.83 -0.327037037037037
schrod_777414.sdf -9.34 -0.2524324324324324
schrod_782012.sdf -8.9 -0.2966666666666667
schrod_785409.sdf -9.46 -0.3503703703703704
schrod_788463.sdf -9.43 -0.3041935483870968
schrod_789673.sdf -8.73 -0.3010344827586207
schrod_799504.sdf -8.54 -0.2754838709677419
schrod_800000.sdf -9.69 -0.35888888888888887
schrod_803659.sdf -8.97 -0.2562857142857143
schrod_803727.sdf -9.35 -0.2921875
schrod_804371.sdf -9.15 -0.1946808510638298
schrod_808107.sdf -9.74 -0.37461538461538463
schrod_808542.sdf -8.58 -0.26
schrod_821555.sdf -8.53 -0.2843333333333333
schrod_825907.sdf -8.85 -0.295
schrod_829858.sdf -8.69 -0.2633333333333333
schrod_843467.sdf -9.34 -0.3220689655172414
schrod_8455.sdf -9.88 -0.22976744186046513
schrod_848872.sdf -10.77 -0.2626829268292683
schrod_849016.sdf -10.04 -0.27888888888888885
schrod_849445.sdf -9.14 -0.31517241379310346
schrod_852869.sdf -9.26 -0.26457142857142857
schrod_856460.sdf -9.28 -0.3314285714285714
schrod_856507.sdf -9.55 -0.2984375
schrod_861512.sdf -10.65 -0.36724137931034484
schrod_866043.sdf -9.2 -0.27058823529411763
schrod_872691.sdf -8.98 -0.30965517241379314
schrod_883344.sdf -10.05 -0.2392857142857143
schrod_891856.sdf -9.61 -0.31
schrod_892128.sdf -8.61 -0.246
schrod_900000.sdf -9.25 -0.2642857142857143
schrod_950000.sdf -10.84 -0.3097142857142857
schrod_975000.sdf -10.24 -0.2497560975609756
schrod_982304.sdf -8.61 -0.21525
schrod_983761.sdf -9.52 -0.2441025641025641
schrod_995933.sdf -9.06 -0.2588571428571429
schrod_997000.sdf -9.77 -0.264054054054054
