Similarity;ChEMBL ID;Smiles
46,77419364;CHEMBL3184035;Cc1c(NC(=O)Nc2cccc(C(F)(F)F)c2)c(=O)n(-c2ccccc2)n1C
41,07142985;CHEMBL5176594;Cc1c(NC(N)=S)c(=O)n(-c2ccccc2)n1C
73,46938848;CHEMBL210298;Cc1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
43,47825944;CHEMBL1513251;Cc1c(NC(=O)c2cccc(NC(=O)Cc3ccc(Cl)cc3)c2)c(=O)n(-c2ccccc2)n1C
48,48484993;CHEMBL210475;CC(C)c1c(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(=O)n(C2=NCCS2)n1C
53,44827771;CHEMBL210526;Cc1cc(NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)ccc1F
43,93939376;CHEMBL4961162;CCOC(=O)c1cc(NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cn1C
45,45454681;CHEMBL474722;Cc1c(C(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
40,0000006;CHEMBL1519448;Cc1c(NC(=O)COC(=O)c2ccccc2Cl)c(=O)n(-c2ccccc2)n1C
40,0000006;CHEMBL1462181;Cc1c(NC(=O)C(C)OC(=O)c2ccc(Cl)nc2)c(=O)n(-c2ccccc2)n1C
69,23077106;CHEMBL377226;Cn1c(C(C)(C)C)c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n1-c1ccccc1
50;CHEMBL4925812;Cc1c(NC(=O)Cc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
45,0704217;CHEMBL524022;Cc1c(NC(=O)c2sc(=S)n(-c3ccccc3)c2NC(=S)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
70,68965435;CHEMBL210303;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2cnc3ccccc3c2)n1C
40,0000006;CHEMBL1877894;Cc1c(NC(=O)c2ccccc2F)c(=O)n(-c2ccccc2)n1C
42,46575236;CHEMBL493639;Cc1c(NC(=O)c2sc(=S)n(-c3ccc(Cl)cc3)c2NC(=S)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C
75;CHEMBL379853;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2cncnc2)n1C
50;CHEMBL1543511;Cc1c(N=C2N=C(NC(=O)Nc3ccc(Cl)cc3)c3ccccc32)c(=O)n(-c2ccccc2)n1C
52,38095522;CHEMBL378064;CCn1c(C(C)C)c(NC(=O)Nc2ccc(C)c(F)c2)c(=O)n1-c1ccccc1
42,42424369;CHEMBL4921803;Cc1c(NC(=O)N[C@@H](C)c2cc3ccccc3o2)c(=O)n(-c2ccccc2)n1C
43,47825944;CHEMBL4954892;CCOC(=O)c1ccc(N[C@H](c2ccc(Cl)cc2)c2c(C)n(C)n(-c3ccccc3)c2=O)cc1
40,29850662;CHEMBL2386057;Cc1c(NC(=S)Nc2ccc(C(=O)NCC(=O)O)cc2)c(=O)n(-c2ccccc2)n1C
49,27536249;CHEMBL516300;Cc1c(NC(=O)c2sc(=S)n(-c3ccc(Cl)cc3)c2NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C
40,0000006;CHEMBL3339125;CC1CC1c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1
54,71698046;CHEMBL1569641;Cc1c(NC(=O)Nc2c(Cl)cccc2Cl)c(=O)n(-c2ccccc2)n1C
69,23077106;CHEMBL209995;CCc1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
55,38461804;CHEMBL379762;CSc1ccc(NC(=O)Nc2c(C(C)C)n(C)n(-c3cnc4ccccc4c3)c2=O)cc1
40,0000006;CHEMBL4796333;O=C(Nc1ccc(Cl)cc1)Nc1ccc(OC(=O)c2ccccc2)cc1
54,54545617;CHEMBL380389;CC(C)c1c(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(=O)n(-c2cnc3ccccc3c2)n1C
47,61904776;CHEMBL212113;CCc1c(NC(=O)Nc2ccc(C)c(F)c2)c(=O)n(-c2ccccc2)n1C
40,0000006;CHEMBL4965200;Cc1c(N[C@@H](C(N)=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C
63,79310489;CHEMBL377130;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(C2=NCCS2)n1C
42,64705777;CHEMBL1405066;Cc1c(NC(=O)COC(=O)/C=C/c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
41,17647111;CHEMBL1581405;Cc1c(NC(=O)C(C)OC(=O)c2cc(Cl)nc(Cl)c2)c(=O)n(-c2ccccc2)n1C
40,98360538;CHEMBL1271637;O=C(Nc1ccc(Cl)cc1)Nc1cccn(Cc2ccccc2Cl)c1=O
46,03174627;CHEMBL1389255;Cc1c(NC(=O)C2(c3ccc(Cl)cc3)CCCC2)c(=O)n(-c2ccccc2)n1C
