ChEMBLID;Smiles;Standard_Value;pChEMBL_Value
CHEMBL2391282;Cc1cc(Cc2cccc(Br)c2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1;500000;4.301029996
CHEMBL2391279;Cc1cc(Cc2ccccc2)c(=O)n(CC(=O)Nc2ccc3c(c2)OCO3)n1;500000;4.301029996
CHEMBL2391275;COc1cccc(Cc2cc(-c3ccc(F)cc3)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1;500000;4.301029996
CHEMBL2391265;COc1ccc(-c2cc(Cc3cccc(OC)c3)c(=O)n(CC(=O)Nc3ccc4c(c3)OCO4)n2)cc1;500000;4.301029996
CHEMBL3728805;O=C(CCCN1CCCC1)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1600;6.795880017
CHEMBL3728360;O=C(NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1)c1cccc(F)c1Cl;1580;6.801342913
CHEMBL3728768;CCN1CCC(C(=O)NC[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)CC1;1310;6.882728704
CHEMBL3732516;Cc1ccncc1C(=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1180;6.928117993
CHEMBL3732813;Cc1nc(CC(=O)NC[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)c(C)s1;710;7.148741651
CHEMBL3729199;CC(C)(C)c1csc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)n1;96300;5.016373713
CHEMBL3732365;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccccc2)[C@@H]2C=C[C@H]1C21CC1;7310;6.136082623
CHEMBL3731214;CC(C)CCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;3520;6.453457337
CHEMBL3728166;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCOc2ccccc2)[C@@H]2C=C[C@H]1C21CC1;3190;6.496209317
CHEMBL3732225;O=C(NCCN1CCNC1=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;24;8.619788758
CHEMBL3729542;CN1CCCC1CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;58;8.236572006
CHEMBL3730024;O=C(NC1CCCNC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;42;8.37675071
CHEMBL3728753;O=C(NCC1CCC(O)CC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;33;8.48148606
CHEMBL3731849;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;11;8.958607315
CHEMBL3729246;CCN(CC)CCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;10;9
CHEMBL3732621;CN(C)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;4;9.387216143
CHEMBL3730438;NCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;3;9.468521083
CHEMBL3728932;O=C(NC1CCNCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2;9.698970004
CHEMBL3727613;NCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2;9.795880017
CHEMBL3731384;CC(=O)c1coc(CNC(=O)[C@H]2[C@H](C(=O)NCC(C)C)[C@H]3C=C[C@@H]2C32CC2)n1;3690;6.432973634
CHEMBL3730211;O=C(NCCC(=O)N1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;310;7.508638306
CHEMBL3728585;O=C(NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1)C1CCCC1;2000;6.698970004
CHEMBL4161249;COc1ccc(NC(=O)N[C@@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(OC(F)(F)F)cc3)CC2)cc1;;#NUM!
CHEMBL210475;CC(C)c1c(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(=O)n(C2=NCCS2)n1C;14700;5.832682665
CHEMBL211555;CC(C)c1c(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(=O)n(-c2cncnc2)n1C;1500;6.823908741
CHEMBL211220;CSc1ccc(NC(=O)Nc2c(C(C)C)n(C)n(-c3cncnc3)c2=O)cc1;430;7.366531544
CHEMBL211885;Cc1c(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(=O)n(-c2ccccc2)n1C;1000;7
CHEMBL4547265;COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C;105000;4.978810701
CHEMBL3459158;COc1ccc(CNC(=O)NC2CCN(c3ccccc3)C2=O)cc1;;#NUM!
CHEMBL3407845;CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CO)C(=O)O;75000;5.124938737
CHEMBL5087710;CC(C)(C)OC(=O)N1CCC(N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)CC1;63000;5.200659451
CHEMBL5078594;Cc1nn(C)cc1N1CCC(NC(=O)Nc2ccc(Br)cc2)C1=O;48800;5.311580178
CHEMBL3730922;Cl.O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(C(F)(F)F)nc2)[C@@H]2C=C[C@H]1C21CC1;110;7.958607315
CHEMBL3727702;CC(C)(CO)NC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;3330;6.477555766
CHEMBL3730683;O=C(NCCO)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;1580;6.801342913
CHEMBL3731167;CC(CCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1)N1CCCC1.O=CO;18;8.744727495
CHEMBL3730156;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)c(C(F)(F)F)c2)[C@@H]2C=C[C@H]1C21CC1;38000;5.420216403
CHEMBL3729585;Cc1cc(C)cc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)c1;79800;5.097997109
CHEMBL3733198;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(F)cc2Br)[C@@H]2C=C[C@H]1C21CC1;69000;5.161150909
CHEMBL3728965;Cc1coc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)n1;57300;5.241845378
CHEMBL3729495;CC(=O)c1csc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)n1;78500;5.105130343
CHEMBL3730982;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccccn2)[C@@H]2C=C[C@H]1C21CC1;23900;5.621602099
CHEMBL3729130;O=C(NCC1CCCCN1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;21;8.677780705
CHEMBL3730036;O=C(NCCCO)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;960;7.017728767
CHEMBL3730289;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2nc(Br)cs2)[C@@H]2C=C[C@H]1C21CC1;15500;5.809668302
CHEMBL3731172;CN(C)CCNC(=O)[C@H]1[C@H](C(=O)NCCc2ccc(Cl)cc2)[C@@H]2C=C[C@H]1C21CC1;250000;4.602059991
CHEMBL3728781;COc1ccc(CCNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1Br.O=CO;103000;4.987162775
CHEMBL3728150;Cc1ccc(CCNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1.O=CO;39000;5.408935393
CHEMBL3733201;COc1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1OC.O=CO;90500;5.043351421
CHEMBL3729077;NCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@H]2C=C[C@@H]1C21CC1;190;7.721246399
CHEMBL3728159;CC(C)(C)OC(=O)NCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;5190;6.284832642
CHEMBL3730697;NCCCCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2F)[C@@H]2C=C[C@H]1C21CC1;520;7.283996656
CHEMBL3730919;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2F)[C@@H]2CC[C@H]1C21CC1;130;7.886056648
CHEMBL3731785;CC(=O)c1csc(CNC(=O)[C@H]2[C@H](C(=O)NCC3CCNCC3)[C@H]3C=C[C@@H]2C32CC2)n1;3840;6.415668776
CHEMBL3728771;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Cl)nc2)[C@@H]2CC[C@H]1C21CC1;240;7.619788758
CHEMBL3728506;COc1ccc(NC(=O)[C@H]2[C@H](C(=O)NCCC(N)=O)[C@H]3C=C[C@@H]2C32CC2)cc1;320;7.494850022
CHEMBL3732159;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2F)[C@@H]2C=C[C@H]1C21CC1;1460;6.835647144
CHEMBL3730629;O=C(NCCN1CCNC1=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;48;8.318758763
CHEMBL3728604;O=C(CC1CC1)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;3150;6.501689446
CHEMBL3727591;COCCC(=O)N(C)C[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1550;6.809668302
CHEMBL3732149;O=C(CCc1cccnc1)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1360;6.866461092
CHEMBL3731426;O=C(CCCN1CCCC1=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;470;7.327902142
CHEMBL3730033;O=C(NC1CCCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2160;6.665546249
CHEMBL3728826;CC(C)CNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1910;6.718966633
CHEMBL3728562;CC(C)CNC(=O)[C@H]1[C@H](C(=O)NCc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;39;8.408935393
CHEMBL3730856;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;81;8.091514981
CHEMBL3727795;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;220;7.657577319
CHEMBL3728739;O=C(NCCCC(=O)N1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;61;8.214670165
CHEMBL3730781;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)c(F)c2F)[C@@H]2C=C[C@H]1C21CC1;2360;6.627087997
CHEMBL3729184;NCc1ccc(CNC(=O)[C@H]2[C@H](C(=O)Nc3ncc(Br)s3)[C@@H]3C=C[C@H]2C32CC2)cc1;450;7.346787486
CHEMBL3732902;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)c(F)c2)[C@@H]2C=C[C@H]1C21CC1;9;9.060480747
CHEMBL3728297;COc1ccc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cc1;90;8.045757491
CHEMBL3727690;COCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;440;7.356547324
CHEMBL3732201;O=C(NCCF)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;6730;6.171984936
CHEMBL3730618;Cc1csc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)n1.Cl;67200;5.172630727
CHEMBL3732907;CC(C)Oc1ccccc1CNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;250000;4.602059991
CHEMBL3731971;Cc1nc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)sc1C;250000;4.602059991
CHEMBL3728809;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2cc(F)cc(C(F)(F)F)c2)[C@@H]2C=C[C@H]1C21CC1;90900;5.041436117
CHEMBL2391256;COc1cccc(Cc2cc(C(C)C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1;72000;5.142667504
CHEMBL5176452;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)NC2CCCCNC2=O)cc1;10000;6
CHEMBL5184490;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3cc(F)ccc32)cc1;4100;6.387216143
CHEMBL3728538;O=C(NC1CCC(O)CC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;690;7.161150909
CHEMBL3730082;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2cnc(Br)c(F)c2)[C@@H]2C=C[C@H]1C21CC1;1680;6.774690718
CHEMBL3732014;CC(C)CNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;820;7.086186148
CHEMBL4744835;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)cc1F;2;9.823908741
CHEMBL3954589;Cc1nc(C(=O)Nc2cnn(Cc3nc(C(C)(C)O)co3)n2)c(-c2ccccc2)o1;103;7.987162775
CHEMBL4779558;O=C(Nc1ccc(Br)cc1)N[C@@H](CC1CC1)C(=O)Nc1cccnc1;680;7.167491087
CHEMBL3727729;O=C(NCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;3050;6.515700161
CHEMBL3730056;O=C(NCCCCN1CCC[C@H]1F)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;3;9.522878745
CHEMBL3731458;Cc1[nH]ncc1CCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1680;6.774690718
CHEMBL3731308;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(C(F)(F)F)cc2)[C@@H]2CC[C@H]1C21CC1;54;8.26760624
CHEMBL3728558;CC(C)(C)OC(=O)N1CCCC1CNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;960;7.017728767
CHEMBL3731561;CC(C)(C)OC(=O)NCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;270;7.568636236
CHEMBL3728603;CCCC(=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;5050;6.296708622
CHEMBL3729083;CN(C)CC(=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2650;6.576754126
CHEMBL3731676;Cc1nc(CC(=O)NC[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)cs1;2520;6.598599459
CHEMBL3730950;COc1ccccc1CCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;250000;4.602059991
CHEMBL3727736;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCn2ccc3ccccc32)[C@@H]2C=C[C@H]1C21CC1;250000;4.602059991
CHEMBL3727450;Cc1cc2ccccc2n1CCCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;250000;4.602059991
CHEMBL3729642;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc3[nH]ccc3c2)[C@@H]2C=C[C@H]1C21CC1;74100;5.130181792
CHEMBL3730904;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCCn2ccnc2)[C@@H]2C=C[C@H]1C21CC1;8350;6.078313525
CHEMBL3729722;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;470;7.327902142
CHEMBL3727697;Cc1nc(CCNC(=O)[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3CC[C@H]2C32CC2)[nH]c1C;83;8.080921908
CHEMBL3728559;O=C(NCCCO)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;18;8.744727495
CHEMBL3730874;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;5;9.337242168
CHEMBL3728883;CC(C)(C)OC(=O)CCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1910;6.718966633
CHEMBL4744094;COc1ccc([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)cc2)cc1;2;9.744727495
CHEMBL3730819;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2nc3ccccc3s2)[C@@H]2C=C[C@H]1C21CC1;22700;5.643974143
CHEMBL5079187;O=C(Nc1ccc(Br)cc1)NC1CCN(c2cnn(-c3ccccc3)c2)C1=O;;#NUM!
CHEMBL5085818;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(Cc3ccccc3)C2)C1=O;7000;6.15490196
CHEMBL5087410;CC(C)(C)OC(=O)N1CCC[C@H](N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)C1;13800;5.860120914
CHEMBL5077704;CC(NC(=O)NC1CC(C)N(c2ccccc2)C1=O)c1ccncc1;;#NUM!
CHEMBL5076914;O=C(Nc1ccc(Br)cc1)NC1CCN(c2ccccc2)C1=O;3000;6.522878745
CHEMBL5208024;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2c2nc3cc(OC)ccc3[nH]2)c(F)c1;50000;5.301029996
CHEMBL5195406;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2c2nc3c(Cl)cccc3[nH]2)c(F)c1;100000;5
CHEMBL5195336;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nc(-c3ccc(Cl)cc3)no2)c(F)c1;35000;5.455931956
CHEMBL3728194;CC(C)(C)OC(=O)NCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;4670;6.330683119
CHEMBL3728830;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(Br)c(F)c2)[C@@H]2C=C[C@H]1C21CC1;1170;6.931814138
CHEMBL3727453;CN(C)CCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2900;6.537602002
CHEMBL3730534;Cl.O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2nnc(C(F)(F)F)s2)[C@@H]2C=C[C@H]1C21CC1;60100;5.221125528
CHEMBL4169807;Cc1ccc(C2(CNC(=O)[C@H](Cc3ccc(C#N)cc3)NC(=O)Nc3ccc(F)cc3)CC2)cc1F;17000;5.769551079
CHEMBL3728521;NCC1CCN(C(=O)[C@H]2[C@H](C(=O)Nc3ncc(Br)s3)[C@@H]3CC[C@H]2C32CC2)CC1;62;8.207608311
CHEMBL4162303;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc([N+](=O)[O-])cc2)C(=O)NCC2(c3ccccc3)CC2)cc1;15000;5.823908741
CHEMBL4172556;O=C(Nc1ccc([N+](=O)[O-])cc1)N[C@H](Cc1cccnc1)C(=O)NCC1(c2ccccc2)CC1;29000;5.537602002
CHEMBL4170646;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)NCC2(c3ccc(OC(F)(F)F)cc3)CC2)cc1;;#NUM!
CHEMBL4169807;Cc1ccc(C2(CNC(=O)[C@H](Cc3ccc(C#N)cc3)NC(=O)Nc3ccc(F)cc3)CC2)cc1F;30000;5.522878745
CHEMBL4743084;COc1ccc([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)c(C)c1;16;8.795880017
CHEMBL3732086;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)nc2)[C@@H]2CC[C@H]1C21CC1;79;8.102372909
CHEMBL3729806;CCOCCCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;8990;6.046240308
CHEMBL3728646;Cl.O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc3ncoc3c2)[C@@H]2C=C[C@H]1C21CC1;4920;6.308034897
CHEMBL3727715;Cc1ccc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cn1.Cl;1310;6.882728704
CHEMBL3731186;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2nc3ccc(F)cc3s2)[C@@H]2C=C[C@H]1C21CC1;76000;5.119186408
CHEMBL3728352;O=C(NCCCc1nc2ccccc2[nH]1)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2160;6.665546249
CHEMBL3732960;CC(=O)c1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)o1;280;7.552841969
CHEMBL3728174;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2cccc3nonc23)[C@@H]2C=C[C@H]1C21CC1;91200;5.040005162
CHEMBL3732146;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)[C@@H]2C=C[C@H]1C21CC1;84400;5.073657553
CHEMBL3730215;O=C(NC1CC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;820;7.086186148
CHEMBL4538076;COC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1;;#NUM!
CHEMBL5085818;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(Cc3ccccc3)C2)C1=O;27000;5.568636236
CHEMBL5093348;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(c3ncccn3)CC2)C1=O;80;8.096910013
CHEMBL5083494;CC(NC(=O)NC1CCN(c2ccccc2)C1=O)c1ccncc1;;#NUM!
CHEMBL5084705;Cn1cc(N2CCC(NC(=O)NCc3cc(F)cc(F)c3)C2=O)cn1;;#NUM!
CHEMBL5088171;O=C(Nc1ccc(Br)cc1)NC1CCN(c2cnn(-c3ccncc3)c2)C1=O;37600;5.424812155
CHEMBL3731489;NC(=O)CCC(=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1140;6.943095149
CHEMBL3732612;CC(C)(C)c1cc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)no1;36500;5.437707136
CHEMBL3732885;CC(NC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1)c1ccc(Br)cc1;8980;6.046723663
CHEMBL3729552;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;170;7.769551079
CHEMBL3729242;O=C(NCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;160;7.795880017
CHEMBL5187563;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccc(F)cc3C2)cc1;4500;6.346787486
CHEMBL3729493;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccc3c(c2)OCO3)[C@@H]2C=C[C@H]1C21CC1.O=CO;76800;5.11463878
CHEMBL3732539;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)c(Cl)c2)[C@@H]2C=C[C@H]1C21CC1;3670;6.435333936
CHEMBL3731200;COc1ccc(NC(=O)[C@H]2[C@H](C(=O)NCCC(=O)O)[C@H]3C=C[C@@H]2C32CC2)cc1;5160;6.287350298
CHEMBL5076914;O=C(Nc1ccc(Br)cc1)NC1CCN(c2ccccc2)C1=O;73600;5.133122186
CHEMBL4751168;COc1ccc([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)cc1F;9;9.045757491
CHEMBL209102;Cc1c(NC(=O)Nc2ccc3c(c2)OCO3)c(=O)n(-c2ccccc2)n1C;58800;5.230622674
CHEMBL4744094;COc1ccc([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)cc2)cc1;1;10.03621217
CHEMBL4743917;COc1ccc([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)cc1;1;10.07058107
CHEMBL4793557;O=C(Nc1ccc(F)cc1)N[C@@H]1C(=O)NC[C@H]1c1ccc(Cl)cc1F;31;8.508638306
CHEMBL4784510;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2)c(F)c1;4;9.387216143
CHEMBL4762222;O=C(CNC(=O)Nc1ccc(Br)cc1)Nc1cccnc1;7300;6.13667714
CHEMBL562380;COc1ccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1;38000;5.420216403
CHEMBL4756434;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnc1)C1CC1;78000;5.107905397
CHEMBL4781488;CNc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)c(F)c1;14;8.853871964
